Entry #,Movie Title,Year,Cast and Crew,URL
122,Forbidden Games,1952,"['Brigitte Fossey', 'Georges Poujouly', 'Rene Clement', 'Jacques Tati']",https://www.rogerebert.com/reviews/great-movie-forbidden-games-1952
123,Atlantic City,1980,"['Elaine May', 'Jackie Gayle', 'Harold Ramis', 'Louis Malle', 'Susan Sarandon', 'Burt Lancaster', 'Kate Reid', 'Michel Piccoli', 'Al Waxman', 'Jean-Pierre', 'Jean Gabin', 'Candice Bergen']",https://www.rogerebert.com/reviews/great-movie-atlantic-city-1980
124,Crumb,1994,['Terry Zwigoff'],https://www.rogerebert.com/reviews/great-movie-crumb-1994
125,Dark City,2005,"['Alex Proyas', 'Rufus Sewell', 'Kiefer Sutherland', 'William Hurt', 'Jennifer Connelly', 'Fritz Lang', 'David S. Goyer', 'Lem Dobbs']",https://www.rogerebert.com/reviews/great-movie-dark-city-2005
126,Top Hat,1935,"['Fred Astaire', 'Ginger Rogers', 'Edward Everett Horton', 'Cole Porter', 'Lucille Ball', 'Helen Broderick', 'Broderick Crawford', 'Eric Blore', 'Cyd Charisse', 'The Band']",https://www.rogerebert.com/reviews/great-movie-top-hat-1935
127,The Dead,1987,"['John Huston', 'Donal McCann', 'Anjelica Huston', 'Donal Donnelly', 'Frank Patterson', ""Dan O'Herlihy"", 'Cathleen Delany']",https://www.rogerebert.com/reviews/great-movie-the-dead-1987
128,Nanook of the North,1922,['Frank Hurley'],https://www.rogerebert.com/reviews/great-movie-nanook-of-the-north-1922
129,Crimes and Misdemeanors,1989,"['Woody Allen', 'Martin Landau', 'Anjelica Huston', 'Claire Bloom', 'Jerry Orbach', 'Joanna Gleason', 'Sam Waterston', 'Alan Alda', 'Mia Farrow']",https://www.rogerebert.com/reviews/great-movie-crimes-and-misdemeanors-1989
130,Fitzcarraldo,1982,"['Werner Herzog', 'Klaus Kinski', 'Claudia Cardinale', 'Jason Robards', 'Mick Jagger']",https://www.rogerebert.com/reviews/great-movie-fitzcarraldo-1982
131,The Age of Innocence,1993,"['Martin Scorsese', 'Edith Wharton', 'Joanne Woodward', 'Winona Ryder', 'Michelle Pfeiffer', 'Jay Cocks', 'Michael Ballhaus', 'Henry James']",https://www.rogerebert.com/reviews/great-movie-the-age-of-innocence-1993
132,Leolo,1993,"['Jean-Claude Lauzon', 'Norman Jewison', 'Gene Hackman', 'Jamie Lee Curtis', 'Maxime Collin', 'Ginette Reno', 'Julien Guiomar', 'Tom Waits', 'Francois Truffaut']",https://www.rogerebert.com/reviews/great-movie-leolo-1993
133,The Terrorist,2000,"['Santosh Sivan', 'Ayesha Dharker', 'David Walsh']",https://www.rogerebert.com/reviews/great-movie-the-terrorist-2000
134,Safety Last,1923,"['Charlie Chaplin', 'Buster Keaton']",https://www.rogerebert.com/reviews/great-movie-safety-last-1923
135,Rebel Without a Cause,1955,"['Jim Stark', 'Marlon Brando', 'Elvis Presley', 'Natalie Wood', 'Nicholas Ray', 'Todd Solondz']",https://www.rogerebert.com/reviews/great-movie-rebel-without-a-cause-1955
136,Howards End,1992,"['James Ivory', 'Ismail Merchant', 'Henry James', 'Emma Thompson', 'Anthony Hopkins', 'Ruth Prawer Jhabvala', 'Alan Parker', 'Vanessa Redgrave', 'Samuel West', 'James Wilby']",https://www.rogerebert.com/reviews/great-movie-howards-end-1992
137,Woodstock,1970,"['Abbie Hoffman', 'Michael Wadleigh', 'Martin Scorsese', 'Thelma Schoonmaker', 'Joan Baez', 'Bill Graham']",https://www.rogerebert.com/reviews/great-movie-woodstock-1970
138,Faust,1926,"['Emil Jannings', 'John Malkovich', 'Max Schreck', 'Willem Dafoe']",https://www.rogerebert.com/reviews/great-movie-faust-1926
139,The Marriage of Maria Braun,1979,"['Rainer Werner Fassbinder', 'Hanna Schygulla', 'Michael Ballhaus', 'Douglas Sirk', 'Klaus Lowitsch', 'Gisela Uhlen', 'Ivan Desny', 'Martin Scorsese', 'Elisabeth Trissenaar', 'Gottfried John']",https://www.rogerebert.com/reviews/great-movie-the-marriage-of-maria-braun-1979
140,Yojimbo,1961,"['Toshiro Mifune', 'Clint Eastwood', 'Tatsuya Nakadai', 'Kazuo Miyagawa']",https://www.rogerebert.com/reviews/great-movie-yojimbo-1961
141,The Band Wagon,1953,"['The Band', 'Fred Astaire', 'Betty Comden', 'Adolph Green', 'Gene Kelly', 'Stanley Donen', 'Judy Garland', 'Cyd Charisse', 'Oscar Levant', 'Jose Ferrer', 'Orson Welles', 'Arthur Freed', 'Liza Minnelli']",https://www.rogerebert.com/reviews/great-movie-the-band-wagon-1953
142,"After Dark, My Sweet",1990,"['Jim Thompson', 'Jason Patric', 'Rachel Ward', 'Bruce Dern', 'George Dickerson', 'James Foley', 'Sean Penn', 'Christopher Walken', 'Jack Lemmon', 'Al Pacino', 'Alec Baldwin', 'Dustin Hoffman']",https://www.rogerebert.com/reviews/great-movie-after-dark-my-sweet-1990
143,Paths of Glory,1957,"['Stanley Kubrick', 'Kirk Douglas', 'Samuel Fuller']",https://www.rogerebert.com/reviews/great-movie-paths-of-glory-1957
144,Late Spring,1972,"['Yasujiro Ozu', 'Setsuko Hara', 'Chishu Ryu', 'Haruko Sugimura', 'Jane Austen']",https://www.rogerebert.com/reviews/great-movie-late-spring-1972
145,Groundhog Day,1993,"['Bill Murray', 'Harold Ramis', 'Andie MacDowell', 'Chris Elliott']",https://www.rogerebert.com/reviews/great-movie-groundhog-day-1993
146,The Scarlet Empress,1934,"['Mel Brooks', 'Orson Welles', 'Sam Jaffe', 'Marlene Dietrich']",https://www.rogerebert.com/reviews/great-movie-the-scarlet-empress-1934
147,The Phantom of the Opera,1925,"['Andrew Lloyd Webber', 'Carl Davis']",https://www.rogerebert.com/reviews/great-movie-the-phantom-of-the-opera-1925
148,Fanny and Alexander,1983,"['Sven Nykvist', 'Gunn Wallgren', 'Ingrid Bergman', 'Ewa Froling', 'Jan Malmsjo']",https://www.rogerebert.com/reviews/great-movie-fanny-and-alexander-1983
149,The Big Red One,1980,"['Lee Marvin', 'John Wayne', 'Robert Carradine', 'Mark Hamill', 'Steven Spielberg']",https://www.rogerebert.com/reviews/great-movie-the-big-red-one-1980
150,A Woman's Tale,1992,"['Sheila Florance', 'Paul Cox', 'Gosia Dobrowolska', 'Norman Kaye', 'Chris Haywood', 'Vaslav Nijinsky']",https://www.rogerebert.com/reviews/great-movie-a-womans-tale-1992
151,Easy Rider,1969,"['Peter Fonda', 'Dennis Hopper', 'Phil Spector', 'Terry Southern', 'Richard Rush', 'Laszlo Kovacs', 'Jack Nicholson', 'Karen Black', 'Marlon Brando']",https://www.rogerebert.com/reviews/great-movie-easy-rider-1969
152,The Battle of Algiers,1967,"['George W. Bush', 'John Kerry', 'Gillo Pontecorvo', 'Jimmy Breslin', 'Ennio Morricone', 'Jean Martin', 'Oliver Stone', 'Mira Nair', 'Steven Soderbergh', 'Spike Lee']",https://www.rogerebert.com/reviews/great-movie-the-battle-of-algiers-1967
153,3 Women,1977,"['Shelley Duvall', 'Sissy Spacek', 'Janice Rule', 'Robert Fortier', 'John Cromwell', 'Ruth Nelson']",https://www.rogerebert.com/reviews/great-movie-3-women-1977
154,Pixote,1981,"['Marilia Pera', 'Jack Nicholson']",https://www.rogerebert.com/reviews/great-movie-pixote-1981
155,Playtime,1967,"['Tom Hanks', 'Terry Jones']",https://www.rogerebert.com/reviews/great-movie-playtime-1967
156,Last Tango in Paris,1972,"['Marlon Brando', 'Bernardo Bertolucci', 'Maria Schneider', 'Jean-Pierre Leaud']",https://www.rogerebert.com/reviews/great-movie-last-tango-in-paris-1972
157,El Norte,1983,"['Gregory Nava', 'Anna Thomas', 'David Villalpando', 'Zaide Silvia Gutierrez', 'Ernesto ', 'Gomez Cruz', 'Alicia del Lago', 'Lupe Ontiveros', 'Jennifer Lopez', 'Trinidad Silva']",https://www.rogerebert.com/reviews/great-movie-el-norte-1983
158,Out of the Past,1947,"['Robert Mitchum', 'Kirk Douglas', 'Jane Greer', 'Jacques Tourneur']",https://www.rogerebert.com/reviews/great-movie-out-of-the-past-1947
159,The Last Picture Show,1971,"['Peter Bogdanovich', 'Ben Johnson', 'Timothy Bottoms', 'Jeff Bridges', 'Larry McMurtry', 'Cybill Shepherd', 'Robert Surtees', 'John Hillerman', 'Cloris Leachman', 'Randy Quaid', 'Ellen Burstyn', 'John Ford', 'Eileen Brennan', 'Sam Bottoms']",https://www.rogerebert.com/reviews/great-movie-the-last-picture-show-1971
160,Jules and Jim,1961,"['Henri-Pierre Roche', 'Henri Serre', 'Jeanne Moreau', 'Oskar Werner', 'Marie Dubois']",https://www.rogerebert.com/reviews/great-movie-jules-and-jim-1961
161,The Big Heat,1953,"['Glenn Ford', 'Alexander Scourby', 'Jocelyn Brando', 'Gloria Grahame', 'Lee Marvin', 'Nicholas Ray']",https://www.rogerebert.com/reviews/great-movie-the-big-heat-1953
162,Victim,1961,"['Dirk Bogarde', 'Peter McEnery', 'Sylvia Syms']",https://www.rogerebert.com/reviews/great-movie-victim-1961
163,Ugetsu,1953,"['Masayuki Mori', 'Kinuyo Tanaka', 'Machiko Kyo', 'Yasujiro Ozu']",https://www.rogerebert.com/reviews/great-movie-ugetsu-1953
164,Leaving Las Vegas,1995,"['Mike Figgis', 'Nicolas Cage', 'Julian Sands', 'Susan Sarandon', 'Halle Berry', 'Charlize Theron', ""John O'Brien""]",https://www.rogerebert.com/reviews/great-movie-leaving-las-vegas-1995
165,Sunrise,1928,"['Charles Rosher', 'Peter Bogdanovich', ""George O'Brien"", 'Janet Gaynor', 'John Bailey']",https://www.rogerebert.com/reviews/great-movie-sunrise-1928
166,The Color Purple,1985,"['Whoopi Goldberg', 'Danny Glover', 'Akosua Busia', 'Willard Pugh', 'Oprah Winfrey', 'Margaret Avery', 'Adolph Caesar']",https://www.rogerebert.com/reviews/great-movie-the-color-purple-1985
167,Au Hasard Balthazar,1966,"['Robert Bresson', 'Anne Wiazemsky', 'Walter Green', 'Philippe Asselin', 'Nathalie Joyaut', 'Jean-Claude Guilbert']",https://www.rogerebert.com/reviews/great-movie-au-hasard-balthazar-1966
168,The Gospel According to St. Matthew,1964,"['Pier Paolo Pasolini', 'Mel Gibson']",https://www.rogerebert.com/reviews/great-movie-gospel-according-to-st-matthew-1964
169,The Rules of the Game,1939,"['Robert Altman', 'Marcel Dalio', 'Paulette Dubost', 'Wim Wenders']",https://www.rogerebert.com/reviews/great-movie-the-rules-of-the-game-1939
170,West Side Story,1961,"['Stephen Sondheim', 'Rita Moreno', 'Natalie Wood', 'Walter Mirisch', 'Robert Wise', 'Franco Zeffirelli']",https://www.rogerebert.com/reviews/great-movie-west-side-story-1961
171,Touchez Pas au Grisbi,1954,"['Jean Gabin', 'Dora Doll', 'Jeanne Moreau', 'Lino Ventura', 'Francois Truffaut', 'Simone Signoret']",https://www.rogerebert.com/reviews/great-movie-touchez-pas-au-grisbi-1954
172,The Man Who Laughs,1928,"['Victor Hugo', 'Conrad Veidt', 'Peter Bogdanovich']",https://www.rogerebert.com/reviews/great-movie-the-man-who-laughs-1928
173,Amarcord,1974,"['Federico Fellini', 'Russ Meyer', 'Ingmar Bergman', 'De Sica', 'Magali Noel', 'Pupella Maggio', 'Sandra Milo', 'Nino Rota']",https://www.rogerebert.com/reviews/great-movie-amarcord-1974
174,Strangers on a Train,1951,"['Farley Granger', 'Robert Walker', 'William Holden', 'Francois Truffaut']",https://www.rogerebert.com/reviews/great-movie-strangers-on-a-train-1951
175,Taxi Driver,1976,"['Bernard Herrmann', 'John Wayne', 'Natalie Wood', 'Jodie Foster', 'Harvey Keitel', 'Cybill Shepherd', 'Michael Chapman']",https://www.rogerebert.com/reviews/great-movie-taxi-driver-1976
176,Mean Streets,1973,"['Martin Scorsese', 'Harvey Keitel', 'Amy Robinson', 'Cesare Danova', 'Robert De Niro', 'Francis Ford Coppola']",https://www.rogerebert.com/reviews/great-movie-mean-streets-1973
177,The Manchurian Candidate,1962,"['Frank Sinatra', 'John Frankenheimer', 'United Artists', 'George Axelrod', 'Richard Condon', 'Angela Lansbury', 'Laurence Harvey', 'James Gregory', 'Janet Leigh']",https://www.rogerebert.com/reviews/great-movie-the-manchurian-candidate-1962
178,Le Boucher,2003,"['Jean Yanne', 'Stephane Audran', 'Isabelle Huppert']",https://www.rogerebert.com/reviews/great-movie-le-boucher--the-butcher-2003
179,Alien,1979,"['Ridley Scott', 'Sigourney Weaver', 'Jerry Goldsmith', 'John Hurt', 'Ian Holm', 'Tom Skerritt', 'Harry Dean Stanton', 'Yaphet Kotto', 'Veronica Cartwright', ""Dan O'Bannon"", 'Ronald Shusett']",https://www.rogerebert.com/reviews/great-movie-alien-1979
180,The Treasure of the Sierra Madre,1948,"['John Huston', 'Humphrey Bogart', 'Jack L. Warner', 'Tim Holt', 'Walter Huston', 'Lauren Bacall', 'George Raft']",https://www.rogerebert.com/reviews/great-movie-the-treasure-of-the-sierra-madre-1948
181,Scarface,1983,"['Tony Montana', 'Al Pacino', 'Robert Loggia', 'Oliver Stone', 'Michelle Pfeiffer', 'Mary Elizabeth Mastrantonio', 'Steven Bauer', 'John A. Alonzo']",https://www.rogerebert.com/reviews/great-movie-scarface-1983
182,The Leopard,1963,"['Luchino Visconti', 'Burt Lancaster', 'Giuseppe Rotunno', 'Alain Delon', 'Claudia Cardinale']",https://www.rogerebert.com/reviews/great-movie-the-leopard-1963
183,Santa Sangre,1989,"['Roger Ebert', 'Alejandro Jodorowsky', 'Blanca Guerra', 'Guy Stockwell', 'Jesus Juarez', 'Sabrina Dennison', 'Thelma Tixou', 'John Lennon', 'Allen Klein', 'Luis Bunuel', 'Axel Jodorowsky']",https://www.rogerebert.com/reviews/great-movie-santa-sangre-1989
184,The Adventures of Robin Hood,1938,"['Hal B. Wallis', 'James Cagney', 'Claude Rains', 'Eugene Pallette', 'George C. Scott', 'Sean Connery', 'Audrey Hepburn', 'Jackie Chan']",https://www.rogerebert.com/reviews/great-movie-the-adventures-of-robin-hood-1938
185,"The Good, the Bad and the Ugly",1968,"['Sergio Leone', 'Clint Eastwood', 'Ennio Morricone', 'John Ford', 'John Wayne', 'Lee Van Cleef', 'Eli Wallach']",https://www.rogerebert.com/reviews/great-movie-the-good-the-bad-and-the-ugly-1968
186,Breathless,1960,"['Jean Seberg', 'Jean Gabin', 'Gerard Depardieu', 'Otto Preminger', 'Francois Truffaut', 'Claude Chabrol', 'Pierre Boulanger', 'Jean-Pierre Melville', 'Laszlo Kovacs', 'Raoul Coutard']",https://www.rogerebert.com/reviews/great-movie-breathless-1960
187,A Year of the Quiet Sun,1984,"['Scott Wilson', 'Maja Komorowska', 'Ewa Dalkowska', 'Vadim Glowna', 'Andrzej Wajda', 'Krzysztof Kieslowski', 'Agnieszka Holland', 'John Ford', 'Andrei Tarkovsky']",https://www.rogerebert.com/reviews/great-movie-a-year-of-the-quiet-sun-1984
188,Moonstruck,1987,"['Nicolas Cage', 'Dean Martin', 'Danny Aiello', 'Olympia Dukakis', 'John Patrick Shanley', 'Vincent Gardenia', 'Julie Bovasso', 'Louis Guss', 'Anita Gillette', 'John Mahoney', 'David Watkin', 'Denzel Washington', 'Doris Day', 'Bruce Willis']",https://www.rogerebert.com/reviews/great-movie-moonstruck-1987
189,Mon Oncle,1958,"['Jacques Tati', 'Jim Carrey', 'Jean-Luc Godard']",https://www.rogerebert.com/reviews/great-movie-mon-oncle-1958
190,Bob le Flambeur,1955,"['John Woo', 'Alain Delon', 'Yves Montand', 'Jean-Paul Belmondo', 'Jean Gabin', 'Paul Thomas Anderson', 'Neil Jordan', 'Steven Soderbergh']",https://www.rogerebert.com/reviews/great-movie-bob-le-flambeur-1955
191,A Sunday in the Country,1984,"['Michel Aumont', 'Genevieve Mnich', 'Sabine Azema', 'Yasujiro Ozu', 'Jean Aurenche', 'Jim Thompson', 'Dexter Gordon', 'Nathalie Baye']",https://www.rogerebert.com/reviews/great-movie-a-sunday-in-the-country-1984
192,Raise the Red Lantern,1990,"['Zhang Yimou', 'Gong Li', 'Jin Shuyuan', 'He Caifei', 'Su Tong', 'Chen Kaige']",https://www.rogerebert.com/reviews/great-movie-raise-the-red-lantern-1990
193,The Birth of a Nation,1915,"['James Agee', 'Lillian Gish']",https://www.rogerebert.com/reviews/great-movie-the-birth-of-a-nation-1915
194,Five Easy Pieces,1970,"['Jack Nicholson', 'John Cassavetes', 'Karen Black', 'Lois Smith', 'Ralph Waite', 'Bob Rafelson', 'Laszlo Kovacs', 'Susan Anspach', 'John P. Ryan', 'Irene Dailey']",https://www.rogerebert.com/reviews/great-movie-five-easy-pieces-1970
195,One Flew Over the Cuckoo's Nest,1975,"['Jack Nicholson', 'Louise Fletcher', 'Milos Forman', 'Lawrence Hauben', 'Bo Goldman', 'Haskell Wexler', 'Richard Chew', 'Michael Douglas', 'Will Sampson', 'Saul Zaentz', 'Andy Kaufman']",https://www.rogerebert.com/reviews/great-movie-one-flew-over-the-cuckoos-nest-1975
196,Solaris,1972,"['Andrei Tarkovsky', 'Krzysztof Zanussi', 'Richard Widmark', 'Orson Welles', 'Stanislaw Lem', 'Steven Soderbergh', 'George Clooney']",https://www.rogerebert.com/reviews/great-movie-solaris-1972
197,The Blue Kite,1993,"['Lu Liping', 'Zhang Yimou', 'Chen Kaige']",https://www.rogerebert.com/reviews/great-movie-the-blue-kite-1993
198,The Thin Man,1934,"['William Powell', 'Fred Astaire', 'Myrna Loy', ""Maureen O'Sullivan"", 'Cesar Romero']",https://www.rogerebert.com/reviews/great-movie-the-thin-man-1934
199,"Paris, Texas",1984,"['Sam Shepard', 'Harry Dean Stanton', 'Dean Stockwell', 'Aurore Clement', 'Nastassja Kinski', 'John Wayne', 'Robert De Niro', 'Ry Cooder', 'Robby Muller', 'Karen Black']",https://www.rogerebert.com/reviews/great-movie-paris-texas-1984
200,GoodFellas,1991,"['Martin Scorsese', 'Ray Liotta', 'Robert De Niro', 'Joe Pesci', 'Lorraine Bracco', 'Michael Ballhaus', 'Nicholas Pileggi', 'Paul Sorvino']",https://www.rogerebert.com/reviews/great-movie-goodfellas-1991
201,The Life and Death of Colonel Blimp,1943,"['Michael Powell', 'Laurence Olivier', 'Anton Walbrook', 'Jack Cardiff', 'Deborah Kerr', 'Wendy Hiller']",https://www.rogerebert.com/reviews/great-movie-the-life-and-death-of-colonel-blimp-1943
202,Don't Look Now,1974,"['Nicolas Roeg', 'Graeme Clifford', 'Donald Sutherland', 'Julie Christie', 'Hilary Mason', 'Anthony B. Richmond']",https://www.rogerebert.com/reviews/great-movie-dont-look-now-1974
203,12 Angry Men,1957,"['Lee J. Cobb', 'Henry Fonda', 'Reginald Rose', 'Sidney Lumet', 'Boris Kaufman', 'Martin Balsam', 'Jack Klugman', 'Jack Warden', 'Ed Begley', 'Robert Webber', 'George Voskovec']",https://www.rogerebert.com/reviews/great-movie-12-angry-men-1957
204,The Wild Bunch,1969,"['William Holden', 'Sam Peckinpah', 'Robert Ryan', 'Ernest Borgnine', 'Warren Oates', 'Ben Johnson', 'Lucien Ballard', 'Lou Lombardo', 'Don Siegel']",https://www.rogerebert.com/reviews/great-movie-the-wild-bunch-1969
205,Kind Hearts and Coronets,1949,"['Alec Guinness', 'Joan Greenwood', 'Valerie Hobson']",https://www.rogerebert.com/reviews/great-movie-kind-hearts-and-coronets-1949
206,Rififi,1954,"['Jules Dassin', 'Jean-Pierre Melville', 'Francois Truffaut', 'Jean Servais', 'Richard Widmark', 'Dalton Trumbo', 'Otto Preminger', 'Melina Mercouri']",https://www.rogerebert.com/reviews/great-movie-rififi-1954
207,Cries and Whispers,1972,"['Ingmar Bergman', 'Liv Ullmann', 'Ingrid Thulin', 'Harriet Andersson', 'Kari Sylwan', 'Sven Nykvist', 'Erland Josephson']",https://www.rogerebert.com/reviews/great-movie-cries-and-whispers-1972
208,The Firemen's Ball,1968,"['Milos Forman', 'Ivan Passer', 'Carlo Ponti', 'Francois Truffaut', 'Vera Chytilova', 'Jiri Menzel', 'Andy Kaufman']",https://www.rogerebert.com/reviews/great-movie-the-firemens-ball-1968
209,Unforgiven,1992,"['Clint Eastwood', 'Sergio Leone', 'Don Siegel', 'Morgan Freeman', 'Gene Hackman', 'John Ford', 'Richard Harris', 'Saul Rubinek', 'Frances Fisher', 'Anna Thomson']",https://www.rogerebert.com/reviews/great-movie-unforgiven-1992
210,Stroszek,1977,"['Werner Herzog', 'Wim Wenders', 'Rainer Werner Fassbinder', 'Errol Morris', 'Eva Mattes']",https://www.rogerebert.com/reviews/great-movie-stroszek-1977
211,The Hustler,1961,"['Paul Newman', 'Piper Laurie', 'George C. Scott', 'Jackie Gleason', 'Walter Tevis', 'Murray Hamilton', 'Dede Allen']",https://www.rogerebert.com/reviews/great-movie-the-hustler-1961
212,In Cold Blood,1967,"['Truman Capote', 'Richard Brooks', 'Paul Newman', 'Steve McQueen', 'Scott Wilson', 'Robert Blake', 'Quincy Jones', 'Humphrey Bogart']",https://www.rogerebert.com/reviews/great-movie-in-cold-blood-1967
213,Rashomon,1950,"['Toshiro Mifune', 'Masayuki Mori', 'Machiko Kyo']",https://www.rogerebert.com/reviews/great-movie-rashomon-1950
214,Annie Hall,1977,"['Woody Allen', 'Diane Keaton', 'Shelley Duvall', 'Carol Kane']",https://www.rogerebert.com/reviews/great-movie-annie-hall-1977
215,JFK,1991,"['Oliver Stone', 'Walter Cronkite', 'Kevin Costner', 'Robert Richardson', 'Joe Hutshing', 'Gary Oldman', 'Jack Lemmon', 'Ed Asner', 'Walter Matthau', 'Kevin Bacon', 'Donald Sutherland', 'Sissy Spacek', 'Michael Rooker']",https://www.rogerebert.com/reviews/great-movie-jfk-1991
216,Umberto D,1952,['De Sica'],https://www.rogerebert.com/reviews/great-movie-umberto-d-1952
217,Amadeus,1984,"['Gore Vidal', 'David Merrick', 'Milos Forman', 'Saul Zaentz', 'Roy Dotrice', 'Jeffrey Jones', 'Elizabeth Berridge']",https://www.rogerebert.com/reviews/great-movie-amadeus-1984
218,The Grapes of Wrath,1940,"['John Ford', 'Henry Fonda', 'Gregg Toland', 'Clark Gable']",https://www.rogerebert.com/reviews/great-movie-the-grapes-of-wrath-1940
219,Patton,1970,"['Francis Ford Coppola', 'George C. Scott', 'Burt Lancaster', 'Rod Steiger', 'Lee Marvin', 'Robert Mitchum', 'John Wayne', 'Karl Malden', 'Russ Meyer']",https://www.rogerebert.com/reviews/great-movie-patton-1970
220,The Right Stuff,1983,"['John Glenn', 'Tom Wolfe', 'Sam Shepard', 'Ed Harris', 'William Goldman', 'Fred Ward', 'Donald Moffat']",https://www.rogerebert.com/reviews/great-movie-the-right-stuff-1983
221,The Fall of the House of Usher,1928,"['Luis Bunuel', 'Abel Gance', 'Vincent Price', 'Jean-Pierre Aumont']",https://www.rogerebert.com/reviews/great-movie-the-fall-of-the-house-of-usher-1928
222,Say Anything,1989,"['Cameron Crowe', 'John Mahoney', 'John Cusack', 'Ione Skye', 'Lili Taylor', 'Patrick Fugit', 'Philip Baker Hall', 'Julia Roberts', 'Annabeth Gish']",https://www.rogerebert.com/reviews/great-movie-say-anything-1989
223,King Kong,1933,"['Merian C. Cooper', 'David O. Selznick', 'Bruce Cabot']",https://www.rogerebert.com/reviews/great-movie-king-kong-1933
224,Laura,1944,"['Otto Preminger', 'Vincent Price', 'McPherson']",https://www.rogerebert.com/reviews/great-movie-laura-1944
225,Children of Paradise,1945,"['Marlene Dietrich', 'Jean-Louis Barrault', 'Pierre Brasseur']",https://www.rogerebert.com/reviews/great-movie-children-of-paradise-1945
226,My Neighbor Totoro,1993,"['Hayao Miyazaki', 'Walt Disney']",https://www.rogerebert.com/reviews/great-movie-my-neighbor-totoro-1993
227,A Tale of Winter,1992,"['Eric Rohmer', 'Barbet Schroeder', 'Marie Riviere']",https://www.rogerebert.com/reviews/great-movie-a-tale-of-winter-1992
228,The Searchers,1956,"['John Wayne', 'Natalie Wood', 'Paul Schrader', 'Nastassja Kinski', 'Ward Bond', 'Jeffrey Hunter']",https://www.rogerebert.com/reviews/great-movie-the-searchers-1956
229,The Earrings of Madame de...,1953,"['Max Ophuls', 'Danielle Darrieux', 'Charles Boyer', 'De Sica']",https://www.rogerebert.com/reviews/great-movie-the-earrings-of-madame-de-1953
230,Bring Me the Head of Alfredo Garcia,1974,"['Sam Peckinpah', 'Warren Oates', 'Emilio Fernandez', 'Gig Young', 'Robert Webber', 'Kris Kristofferson']",https://www.rogerebert.com/reviews/great-movie-bring-me-the-head-of-alfredo-garcia-1974
231,Snow White and the Seven Dwarfs,1937,['Walt Disney'],https://www.rogerebert.com/reviews/great-movie-snow-white-and-the-seven-dwarfs-1937
232,Lawrence of Arabia,1962,"['Omar Sharif', 'Robert Bolt', 'Anthony Quinn']",https://www.rogerebert.com/reviews/great-movie-lawrence-of-arabia-1962
233,The Seven Samurai,1954,"['Toshiro Mifune', 'Orson Welles']",https://www.rogerebert.com/reviews/great-movie-the-seven-samurai-1954
234,Juliet of the Spirits,1965,"['Giulietta Masina', 'Sandra Milo', 'Marcello Mastroianni', 'Sophia Loren']",https://www.rogerebert.com/reviews/great-movie-juliet-of-the-spirits-1965
235,The Apartment,1960,"['Jack Lemmon', 'Jack Kruschen', 'Billy Wilder', 'Shirley MacLaine', 'Fred MacMurray', 'William Holden', 'David Mamet']",https://www.rogerebert.com/reviews/great-movie-the-apartment-1960
236,Hoop Dreams,1994,"['Spike Lee', 'Steve James']",https://www.rogerebert.com/reviews/great-movie-hoop-dreams-1994
237,Schindler's List,1993,"['Roger Ebert', 'Steven Spielberg', 'Claude Lanzmann', 'Liam Neeson', 'Ben Kingsley', 'Ralph Fiennes']",https://www.rogerebert.com/reviews/great-movie-schindlers-list-1993
238,Pulp Fiction,1994,"['Raymond Chandler', 'Elmore Leonard', 'Bruce Willis', 'Maria de Medeiros', 'Ving Rhames', 'Samuel L. Jackson', 'John Travolta', 'Frank Whaley', 'Uma Thurman', 'Eric Stoltz', 'Rosanna Arquette', 'Tim Roth', 'Amanda Plummer', 'Harvey Keitel', 'Howard Hawks', 'Christopher Walken']",https://www.rogerebert.com/reviews/great-movie-pulp-fiction-1994
239,Do the Right Thing,1989,"['Spike Lee', 'Bill Nunn', 'Danny Aiello', 'Giancarlo Esposito', 'Samuel L. Jackson', 'Joie Lee', 'John Turturro', 'Rosie Perez', 'Ossie Davis', 'Ruby Dee']",https://www.rogerebert.com/reviews/great-movie-do-the-right-thing-1989
240,The Maltese Falcon,1941,"['John Huston', 'Peter Lorre', 'Alfred Hitchcock', 'Orson Welles', 'Gregg Toland']",https://www.rogerebert.com/reviews/great-movie-the-maltese-falcon-1941
241,Fargo,1996,"['Frances McDormand', 'William H. Macy', 'Steve Buscemi', 'Peter Stormare', 'John Carroll Lynch', 'Joel Coen', 'Ethan Coen', 'Harve Presnell', 'Steve Park', 'Gary Houston', 'The Coens']",https://www.rogerebert.com/reviews/great-movie-fargo-1996
242,My Life to Live,1963,"['Jean-Luc Godard', 'Jean-Paul Belmondo', 'Anna Karina', 'Michel Legrand', 'Raoul Coutard']",https://www.rogerebert.com/reviews/great-movie-vivre-sa-vie--my-life-to-live-1963
243,Manhattan,1979,"['Woody Allen', 'Mariel Hemingway', 'Meryl Streep', 'Michael Murphy', 'Diane Keaton', 'Gordon Willis']",https://www.rogerebert.com/reviews/great-movie-manhattan-1979
244,The Apu Trilogy,1959,"['Satyajit Ray', 'Ravi Shankar', 'Subrata Mitra']",https://www.rogerebert.com/reviews/great-movie-the-apu-trilogy-1959
245,The Silence of the Lambs,1991,"['Jodie Foster', 'Anthony Hopkins', 'Ted Levine']",https://www.rogerebert.com/reviews/great-movie-the-silence-of-the-lambs-1991
