Entry #,Movie Title,Year,Cast and Crew,URL
246,The Conversation,1974,"['Francis Ford Coppola', 'Gene Hackman', 'Cindy Williams', 'Frederic Forrest', 'John Cazale', 'Robert Duvall', 'Harrison Ford', 'Michelangelo Antonioni', 'Teri Garr', 'Allen Garfield', 'Walter Murch', 'Haskell Wexler', 'Bill Butler']",https://www.rogerebert.com/reviews/great-movie-the-conversation-1974
247,This is Spinal Tap,1984,"['Rob Reiner', 'McKean', 'Harry Shearer', 'Christopher Guest', 'Tony Hendra', 'Fran Drescher', 'Fred Willard', 'Anjelica Huston']",https://www.rogerebert.com/reviews/great-movie-this-is-spinal-tap-1984
248,Persona,1966,"['John Hardy', 'Liv Ullmann', 'Bibi Andersson', 'Gunnar Bjornstrand']",https://www.rogerebert.com/reviews/great-movie-persona-1966
249,A Christmas Story,1983,"['Peter Billingsley', 'Darren McGavin', 'Melinda Dillon']",https://www.rogerebert.com/reviews/great-movie-a-christmas-story-1983
250,The Bank Dick,1940,['David Copperfield'],https://www.rogerebert.com/reviews/great-movie-the-bank-dick-1940
251,Beat the Devil,1954,"['Humphrey Bogart', 'John Huston', 'Gina Lollobrigida', 'Truman Capote', 'Robert Morley', 'Peter Lorre', 'David O. Selznick', 'George Moore', 'Rita Hayworth']",https://www.rogerebert.com/reviews/great-movie-beat-the-devil-1954
252,"Planes, Trains and Automobiles",1987,"['Steve Martin', 'John Candy', 'John Hughes', 'Jack Nicholson']",https://www.rogerebert.com/reviews/great-movie-planes-trains-and-automobiles-1987
253,Network,1976,"['Peter Finch', 'Faye Dunaway', 'William Holden', 'Leonard Maltin', 'Sidney Lumet', 'Beatrice Straight', 'Jerry Springer', 'Howard Stern', 'Ned Beatty', 'Robert Duvall', 'Wesley Addy', 'Tim Robbins']",https://www.rogerebert.com/reviews/great-movie-network-1976
254,L'Atalante,1934,"['Francois Truffaut', 'Boris Kaufman']",https://www.rogerebert.com/reviews/great-movie-latalante-1934
255,Ran,1985,"['Serge Silberman', 'Luis Bunuel', 'Tatsuya Nakadai', 'Clint Eastwood']",https://www.rogerebert.com/reviews/great-movie-ran-1985
256,Romeo and Juliet,1968,"['Anne Hathaway', 'Leslie Howard', 'Olivia Hussey', 'Leonard Whiting', 'William Shakespeare', 'Nino Rota', 'Anthony Burgess', 'Mel Gibson', ""Milo O'Shea"", 'John McEnery']",https://www.rogerebert.com/reviews/great-movie-romeo-and-juliet-1968
257,Shane,1953,"['Jack Palance', 'Ben Johnson']",https://www.rogerebert.com/reviews/great-movie-shane-1953
258,Jaws,1975,"['Richard Zanuck', 'David Brown', 'Alfred Hitchcock', 'Murray Hamilton', 'Roy Scheider', 'Robert Shaw', 'Richard Dreyfuss', 'Carl Gottlieb', 'John Williams', 'Bill Butler']",https://www.rogerebert.com/reviews/great-movie-jaws-1975
259,Nashville,1975,"['Robert Altman', 'Elliott Gould', 'Henry Gibson', 'K. Smith', 'Michael Murphy', 'Ned Beatty', 'Ronee Blakley', 'Keith Carradine', 'Tommy Thompson', 'Jesse Ventura', 'Karen Black', 'Gwen Welles', 'Geraldine Chaplin', 'Barbara Baxley']",https://www.rogerebert.com/reviews/great-movie-nashville-1975
260,The Producers,1968,"['Zero Mostel', 'Gene Wilder', 'Kenneth Mars', 'Mel Brooks', 'Christopher Hewett', 'Dick Shawn', 'Burt Reynolds', 'Carl Reiner', 'Neil Simon', 'Anne Bancroft']",https://www.rogerebert.com/reviews/great-movie-the-producers-1968
261,Duck Soup,1933,"['Andy Kaufman', 'Howard Stern', 'John Malkovich']",https://www.rogerebert.com/reviews/great-movie-duck-soup-1933
262,The Discreet Charm of the Bourgeoisie,1972,"['Luis Bunuel', 'Fernando Rey', 'Stephane Audran', 'Bulle Ogier', 'Julien Bertheau', 'Serge Silberman', 'Jean-Claude Carriere', 'Jeanne Moreau', 'Catherine Deneuve']",https://www.rogerebert.com/reviews/great-movie-the-discreet-charm-of-the-bourgeoisie-1972
263,All About Eve,1950,"['Bette Davis', 'Billy Wilder', 'Joseph Mankiewicz', 'George Sanders', 'Thelma Ritter']",https://www.rogerebert.com/reviews/great-movie-all-about-eve-1950
264,8 1/2,1963,"['Federico Fellini', 'Marcello Mastroianni', 'Anouk Aimee', 'Sandra Milo', 'Claudia Cardinale', 'Nino Rota']",https://www.rogerebert.com/reviews/great-movie-8-12--eight-and-a-half-1963
265,Orpheus,1949,"['Jean Marais', 'Francois Perier', 'Juliette Greco', 'Marlene Dietrich']",https://www.rogerebert.com/reviews/great-movie-orpheus-1949
266,Raiders of the Lost Ark,1981,"['Lawrence Kasdan', 'Philip Kaufman', 'George Lucas', 'Harrison Ford', 'Paul Freeman']",https://www.rogerebert.com/reviews/great-movie-raiders-of-the-lost-ark-1981
267,Un Chien Andalou,1928,"['Luis Bunuel', 'Alfred Hitchcock', 'Federico Fellini', 'David Lynch', 'John Cassavetes', 'Abel Gance']",https://www.rogerebert.com/reviews/great-movie-un-chien-andalou-1928
268,The Seventh Seal,1957,['Ingmar Bergman'],https://www.rogerebert.com/reviews/great-movie-the-seventh-seal-1957
269,The Decalogue,1988,"['Krzysztof Kieslowski', 'Krzysztof Piesiewicz', 'Wim Wenders', 'Stanley Kubrick', 'Krystyna Janda']",https://www.rogerebert.com/reviews/great-movie-the-decalogue-1988
270,Grave of the Fireflies,1988,"['Yasujiro Ozu', 'Isao Takahata', 'Hayao Miyazaki']",https://www.rogerebert.com/reviews/great-movie-grave-of-the-fireflies-1988
271,The Last Laugh,1924,"['Emil Jannings', 'John Huston', 'Humphrey Bogart', 'Abel Gance']",https://www.rogerebert.com/reviews/great-movie-the-last-laugh-1924
272,Rear Window,1954,"['James Stewart', 'Thelma Ritter', 'Raymond Burr', 'Kim Novak', 'Eva Marie Saint', 'Grace Kelly', 'Tippi Hedren', 'Tom Hanks']",https://www.rogerebert.com/reviews/great-movie-rear-window-1954
273,Chinatown,1974,"['Roman Polanski', 'Raymond Chandler', 'Humphrey Bogart', 'Jack Nicholson', 'Robert Towne', 'John Huston', 'Faye Dunaway', 'John A. Alonzo', 'Sharon Tate', 'Robert Evans']",https://www.rogerebert.com/reviews/great-movie-chinatown-1974
274,Broken Blossoms,1919,"['Lillian Gish', 'Anthony Quinn', 'Giulietta Masina', 'Bette Davis', 'Lindsay Anderson']",https://www.rogerebert.com/reviews/great-movie-broken-blossoms-1919
275,Some Like It Hot,1959,"['Roger Ebert', 'Marilyn Monroe', 'Tony Curtis', 'Jack Lemmon', 'Frank Sinatra', 'George Raft', 'Cary Grant']",https://www.rogerebert.com/reviews/great-movie-some-like-it-hot-1959
276,Tokyo Story,1953,"['Roger Ebert', 'Yasujiro Ozu', 'Chishu Ryu', 'Chiyeko Higashiyama', 'Kyoko Kagawa', 'Shiro Osaka', 'So Yamamura', 'Haruko Sugimura', 'Setsuko Hara']",https://www.rogerebert.com/reviews/great-movie-tokyo-story-1953
277,Beauty and the Beast,1946,"['Spike Lee', 'Jean Marais', 'Marlene Dietrich', 'Rene Clement']",https://www.rogerebert.com/reviews/great-movie-beauty-and-the-beast-1946
278,Greed,1925,[],https://www.rogerebert.com/reviews/great-movie-greed-1925
279,Apocalypse Now,1979,"['Marlon Brando', 'Martin Sheen', 'Dennis Hopper', 'Robert Duvall', 'Laurence Fishburne', 'Albert Hall', 'Vittorio Storaro', 'Sam Bottoms', 'Francois Truffaut', 'Fax Bahr', 'George Hickenlooper']",https://www.rogerebert.com/reviews/great-movie-apocalypse-now-1979
280,McCabe and Mrs. Miller,1971,"['Robert Altman', 'McCabe', 'Warren Beatty', 'Julie Christie', 'Shelley Duvall', 'Vilmos Zsigmond', 'Keith Carradine']",https://www.rogerebert.com/reviews/great-movie-mccabe-and-mrs-miller-1971
281,House of Games,1987,"['Joe Mantegna', 'Lindsay Crouse', 'Steve Martin', 'Campbell Scott', 'Ricky Jay']",https://www.rogerebert.com/reviews/great-movie-house-of-games-1987
282,The Shawshank Redemption,1994,"['Tim Robbins', 'Morgan Freeman', 'Rita Hayworth', 'James Whitmore', 'Frank Darabont', 'Stephen King']",https://www.rogerebert.com/reviews/great-movie-the-shawshank-redemption-1994
283,Grand Illusion,1937,"['Jean Gabin', 'Marcel Dalio']",https://www.rogerebert.com/reviews/great-movie-grand-illusion-1937
284,Dracula,1931,"['Werner Herzog', 'Klaus Kinski', 'Bram Stoker', 'Francis Ford Coppola', 'Max Schreck', 'Christopher Lee', 'Dwight Frye', 'Philip Glass']",https://www.rogerebert.com/reviews/great-movie-dracula-1931
285,Yellow Submarine,1968,"['Erich Segal', 'John Lennon']",https://www.rogerebert.com/reviews/great-movie-yellow-submarine-1968
286,Great Expectations,1946,"['Charles Dickens', 'Jean Simmons', 'Bernard Miles', 'Alec Guinness', 'Valerie Hobson', 'John Mills', 'Trevor Howard', 'Michael Powell', 'Lindsay Anderson', 'Alan Parker', 'Robert Mitchum', 'Ethan Hawke', 'Gwyneth Paltrow', 'Anne Bancroft']",https://www.rogerebert.com/reviews/great-movie-great-expectations-1946
287,The 400 Blows,1959,"['Francois Truffaut', 'Jean-Pierre Leaud', 'Claire Maurier', 'Henry James']",https://www.rogerebert.com/reviews/great-movie-the-400-blows-1959
288,Belle de Jour,1967,"['Catherine Deneuve', 'Jean Sorel', 'Michel Piccoli', 'Genevieve Page', 'Pierre Clementi', 'Woody Allen']",https://www.rogerebert.com/reviews/great-movie-belle-de-jour-1967
289,Dr. Strangelove,1964,"['Stanley Kubrick', 'George C. Scott', 'Peter Sellers', 'Sterling Hayden', 'Billy Wilder', 'Jack Lemmon', 'Jerry Lewis', 'Jim Carrey', 'Terry Southern', 'Slim Pickens']",https://www.rogerebert.com/reviews/great-movie-dr-strangelove-1964
290,Star Wars,1977,"['George Lucas', 'Carrie Fisher', 'Mark Hamill', 'Alec Guinness', 'Harrison Ford', 'David Copperfield']",https://www.rogerebert.com/reviews/great-movie-star-wars-episode-iv-a-new-hope-1977
291,Sunset Boulevard,1950,"['William Holden', 'Susan Sarandon', 'Catherine Deneuve', 'Buster Keaton']",https://www.rogerebert.com/reviews/great-movie-sunset-boulevard-1950
292,My Dinner with Andre,1981,"['Wallace Shawn', 'Andre Gregory', 'Ingmar Bergman', 'Woody Allen', 'Louis Malle', 'Charlton Heston']",https://www.rogerebert.com/reviews/great-movie-my-dinner-with-andre-1981
293,Last Year at Marienbad,1961,"['Delphine Seyrig', 'Sacha Vierny']",https://www.rogerebert.com/reviews/great-movie-last-year-at-marienbad-1961
294,Peeping Tom,1960,"['Michael Powell', 'Martin Scorsese', 'Deborah Kerr', 'David Niven', 'Mark Lewis', 'Anna Massey', 'Laurence Harvey', 'Maxine Audley', 'Thelma Schoonmaker']",https://www.rogerebert.com/reviews/great-movie-peeping-tom-1960
295,The Bridge on the River Kwai,1957,"['David Lean', 'Alec Guinness', 'William Holden', 'James Donald', 'Charles Laughton', 'Elsa Lanchester', 'Jack Hawkins']",https://www.rogerebert.com/reviews/great-movie-the-bridge-on-the-river-kwai-1957
296,"Aguirre, the Wrath of God",1972,"['Werner Herzog', 'Klaus Kinski', 'Oliver Stone']",https://www.rogerebert.com/reviews/great-movie-aguirre-the-wrath-of-god-1972
297,On the Waterfront,1954,"['Marlon Brando', 'Elia Kazan', 'Eva Marie Saint', 'Rod Steiger', 'Robert De Niro', 'Sam Spiegel', 'Frank Sinatra', 'Lee J. Cobb', 'Karl Malden', 'Boris Kaufman']",https://www.rogerebert.com/reviews/great-movie-on-the-waterfront-1954
298,The Bicycle Thief,1949,"['De Sica', 'Cesare Zavattini', 'Lianella Carell', 'Rita Hayworth', 'Enzo Staiola', 'Sophia Loren']",https://www.rogerebert.com/reviews/great-movie-the-bicycle-thief--bicycle-thieves-1949
299,Saturday Night Fever,1977,"['John Travolta', 'Al Pacino', 'Donna Pescow', 'Karen Lynn Gorney', 'Barry Miller']",https://www.rogerebert.com/reviews/great-movie-saturday-night-fever-1977
300,Singin' in the Rain,1952,"['Gene Kelly', ""O'Connor"", 'Peter Wollen', 'Stanley Donen', 'Arthur Freed', 'Adolph Green', 'Jean Hagen', 'Fred Astaire', 'Cyd Charisse']",https://www.rogerebert.com/reviews/great-movie-singin-in-the-rain-1952
301,Goldfinger,1964,"['David Niven', 'Harry Saltzman', 'Harold Sakata', 'Honor Blackman', 'Ursula Andress', 'Gert Frobe', 'Sean Connery', 'Roger Moore', 'Timothy Dalton', 'Pierce Brosnan']",https://www.rogerebert.com/reviews/great-movie-goldfinger-1964
302,The Music Room,1958,"['Satyajit Ray', 'Chhabi Biswas', 'Subrata Mitra']",https://www.rogerebert.com/reviews/great-movie-the-music-room-1958
303,Bride of Frankenstein,tein,"['James Whale', 'Ernest Thesiger', 'Elsa Lanchester', 'Boris Karloff', 'Colin Clive', ""Una O'Connor"", 'Christopher Lee', 'Peter Cushing', 'Ian McKellen', 'Brendan Fraser']",https://www.rogerebert.com/reviews/great-movie-bride-of-frankenstein
304,It's a Wonderful Life,1946,"['Frank Capra', 'James Stewart', 'Lionel Barrymore', 'Donna Reed', 'Henry Travers']",https://www.rogerebert.com/reviews/great-movie-its-a-wonderful-life-1946
305,Double Indemnity,1944,"['Billy Wilder', 'Fred MacMurray', 'Barbara Stanwyck', 'Raymond Chandler', 'Edward G. Robinson', 'Ben Hecht', 'John Seitz']",https://www.rogerebert.com/reviews/great-movie-double-indemnity-1944
306,Psycho,1960,"['Alfred Hitchcock', 'Francois Truffaut', 'Janet Leigh', 'William Castle', 'Anthony Perkins', 'John Gavin', 'Gus ', 'Van Sant', 'Vera Miles', 'Martin Balsam', 'Simon Oakland']",https://www.rogerebert.com/reviews/great-movie-psycho-1960
307,Pinocchio,1940,['Walt Disney'],https://www.rogerebert.com/reviews/great-movie-pinocchio-1940
308,Blow-Up,1966,"['David Hemmings', 'Sarah Miles', 'Vanessa Redgrave']",https://www.rogerebert.com/reviews/great-movie-blow-up-1966
309,The Up Documentaries,1985,"['Michael Apted', 'Wim Wenders']",https://www.rogerebert.com/reviews/great-movie-the-up-documentaries-1985
310,Trouble in Paradise,1932,"['Samson Raphaelson', 'Fredric March', 'James Stewart']",https://www.rogerebert.com/reviews/great-movie-trouble-in-paradise-1932
311,Touch of Evil,1958,"['Marlene Dietrich', 'Orson Welles', 'Peter Bogdanovich', 'Russell Metty', 'Walter Murch', 'Charlton Heston', 'Janet Leigh', 'Mercedes McCambridge', 'Dennis Weaver', 'Anthony Perkins']",https://www.rogerebert.com/reviews/great-movie-touch-of-evil-1958
312,Nights of Cabiria,1957,"['Lucille Ball', 'Pier Paolo Pasolini', 'Marcello Mastroianni', 'Francois Perier']",https://www.rogerebert.com/reviews/great-movie-nights-of-cabiria-1957
313,Bonnie and Clyde,1967,"['Faye Dunaway', 'David Newman', 'Warren Beatty', 'Estelle Parsons', 'Burnett Guffey', 'Arthur Penn', 'Gene Hackman', 'Michael J. Pollard', 'Gene Wilder', 'Dede Allen', 'Robert Benton']",https://www.rogerebert.com/reviews/great-movie-bonnie-and-clyde-1967
314,Picnic at Hanging Rock,1975,"['Peter Weir', 'Joan Leslie', 'David Lean', 'Rachel Roberts']",https://www.rogerebert.com/reviews/great-movie-picnic-at-hanging-rock-1975
315,The Battleship Potemkin,1925,[],https://www.rogerebert.com/reviews/great-movie-the-battleship-potemkin-1925
316,Yankee Doodle Dandy,1942,"['James Cagney', 'Edward G. Robinson', 'Humphrey Bogart', 'Fred Astaire', 'Walter Huston', 'Rosemary De Camp', 'Jeanne Cagney', 'Joan Leslie', 'James Wong', 'Irene Manning', 'Michael Jordan']",https://www.rogerebert.com/reviews/great-movie-yankee-doodle-dandy-1942
317,Gone With the Wind,1939,"[""Scarlett O'Hara"", 'Margaret Mitchell', 'Vivien Leigh', 'Hattie McDaniel', 'Butterfly McQueen', 'George Cukor', 'Victor Fleming', 'Sam Wood', 'David O. Selznick', 'Steven Spielberg']",https://www.rogerebert.com/reviews/great-movie-gone-with-the-wind-1939
318,Detour,1945,"['Ann Savage', 'Tom Neal', 'Edgar G. Ulmer']",https://www.rogerebert.com/reviews/great-movie-detour-1945
319,Citizen Kane,1941,"['Orson Welles', 'Gregg Toland', 'Joseph Cotten']",https://www.rogerebert.com/reviews/great-movie-citizen-kane-1941
320,Raging Bull,1980,"['Robert De Niro', 'Cathy Moriarty', 'Paul Schrader', 'Mardik Martin', 'Thelma Schoonmaker', 'Joe Pesci']",https://www.rogerebert.com/reviews/great-movie-raging-bull-1980
321,Pandora's Box,1928,"['Shirley MacLaine', 'Charles Chaplin', 'John Wayne', 'Demi Moore', 'Winona Ryder']",https://www.rogerebert.com/reviews/great-movie-pandoras-box-1928
322,Wings of Desire,1988,"['Wim Wenders', 'Bruno Ganz', 'Peter Falk', 'Nicolas Cage', 'Meg Ryan', 'Harry Dean Stanton', 'Solveig Dommartin']",https://www.rogerebert.com/reviews/great-movie-wings-of-desire-1988
323,Red River,1948,"['Peter Bogdanovich', 'John Wayne', 'Montgomery Clift', 'Walter Brennan', 'Coleen Gray', 'Borden Chase', 'John Ireland', 'John Ford']",https://www.rogerebert.com/reviews/great-movie-red-river-1948
324,Swing Time,1936,"['Fred Astaire', 'Ginger Rogers', 'Gregory Nava', 'Rita Hayworth', 'George Stevens']",https://www.rogerebert.com/reviews/great-movie-swing-time-1936
325,Woman in the Dunes,1964,"['Hiroshi Teshigahara', 'Toru Takemitsu', 'Kobo Abe']",https://www.rogerebert.com/reviews/great-movie-woman-in-the-dunes-1964
326,Written on the Wind,1956,"['Douglas Sirk', 'Rock Hudson', 'Robert Keith', 'Robert Stack', 'Lauren Bacall', 'William Inge', 'Tennessee Williams', 'Pedro Almodovar']",https://www.rogerebert.com/reviews/great-movie-written-on-the-wind-1956
327,Day for Night,1973,"['Francois Truffaut', 'Jean-Pierre Leaud', 'Valentina Cortese', 'Jacqueline Bisset', 'Jean-Pierre Aumont', 'Jean Champion', 'Jeanne Moreau']",https://www.rogerebert.com/reviews/great-movie-day-for-night-1973
328,City Lights,1931,"['Virginia Cherrill', 'Charlie Chaplin']",https://www.rogerebert.com/reviews/great-movie-city-lights-1931
329,Days of Heaven,1978,"['Richard Gere', 'Brooke Adams', 'Linda Manz', 'Sam Shepard', 'Ennio Morricone', 'Sissy Spacek', 'Martin Sheen', 'Sean Penn', 'Tim Robbins', 'Julia Roberts', 'Nestor Almendros', 'Haskell Wexler']",https://www.rogerebert.com/reviews/great-movie-days-of-heaven-1978
330,The Lady Eve,1941,"['Preston Sturges', 'Barbara Stanwyck', 'William Demarest', 'Charles Coburn']",https://www.rogerebert.com/reviews/great-movie-the-lady-eve-1941
331,Gates of Heaven,1978,"['Ned Burgess', 'William Faulkner', 'Mark Twain']",https://www.rogerebert.com/reviews/great-movie-gates-of-heaven-1978
332,My Darling Clementine,1946,"['Henry Fonda', 'Walter Brennan', 'Victor Mature', 'Linda Darnell', 'Alan Mowbray', 'John Wayne']",https://www.rogerebert.com/reviews/great-movie-my-darling-clementine-1946
333,The Sweet Smell of Success,1957,"['Burt Lancaster', 'Tony Curtis', 'Susan Harrison', 'Martin Milner', 'James Wong', 'Clifford Odets', 'Ernest Lehman', 'Alexander Mackendrick']",https://www.rogerebert.com/reviews/great-movie-the-sweet-smell-of-success-1957
334,Nosferatu,1922,"['Max Schreck', 'Christopher Lee', 'Frank Langella', 'Gary Oldman', 'Bram Stoker', 'Klaus Kinski', 'Alexander Granach', 'Emil Jannings', 'Janet Gaynor']",https://www.rogerebert.com/reviews/great-movie-nosferatu-1922
335,Notorious,1946,"['Ingrid Bergman', 'Ben Hecht']",https://www.rogerebert.com/reviews/great-movie-notorious-1946
336,M,1931,"['Fritz Lang', 'Peter Lorre', 'Fred Astaire', 'Lee Marvin', 'Peter Bogdanovich', 'John Ford']",https://www.rogerebert.com/reviews/great-movie-m-1931
337,Body Heat,1981,"['Robert Mitchum', 'Kathleen Turner', 'William Hurt', 'Barbara Stanwyck', 'Lauren Bacall', 'George Lucas', 'Mickey Rourke', 'Richard Crenna', 'Ted Danson']",https://www.rogerebert.com/reviews/great-movie-body-heat-1981
338,Pickpocket,1959,"['Martin Lassalle', 'Marika Green', 'Pierre Leymarie', 'Jean Pelegri']",https://www.rogerebert.com/reviews/great-movie-pickpocket-1959
339,The Big Sleep,1946,"['Howard Hawks', 'Raymond Chandler', 'Lauren Bacall', 'Martha Vickers', 'Humphrey Bogart', 'Charles Waldron', 'Charles Boyer', 'William Faulkner', 'Jules Furthman', 'Leigh Brackett', 'Dorothy Malone']",https://www.rogerebert.com/reviews/great-movie-the-big-sleep-1946
340,Le Samourai,1967,"['Jean-Pierre Melville', 'Alain Delon', 'Nathalie Delon', 'Caty Rosier', 'Francois Perier']",https://www.rogerebert.com/reviews/great-movie-le-samourai-1967
341,The General,1927,"['Buster Keaton', 'Charlie Chaplin', 'Marion Mack']",https://www.rogerebert.com/reviews/great-movie-the-general-1927
342,Being There,1979,"['Peter Sellers', 'Jerzy Kosinski', 'Melvyn Douglas', 'Shirley MacLaine', 'Richard Dysart', 'Jack Warden', 'Mel Brooks', 'Hal Ashby']",https://www.rogerebert.com/reviews/great-movie-being-there-1979
343,The Exterminating Angel,1962,['Catherine Deneuve'],https://www.rogerebert.com/reviews/great-movie-the-exterminating-angel-1962
344,Ali: Fear Eats the Soul,1974,"['Brigitte Mira', 'Rainer Werner Fassbinder', 'Douglas Sirk', 'Rock Hudson']",https://www.rogerebert.com/reviews/great-movie-ali-fear-eats-the-soul-1974
345,Walkabout,1971,"['Nicolas Roeg', 'David Gulpilil', 'Mick Jagger', 'Theresa Russell']",https://www.rogerebert.com/reviews/great-movie-walkabout-1971
346,Floating Weeds,1959,"['Roger Ebert', 'Yasujiro Ozu', 'Machiko Kyo', 'Haruko Sugimura', 'Kazuo Miyagawa', 'Chishu Ryu']",https://www.rogerebert.com/reviews/great-movie-floating-weeds-1959
347,2001: A Space Odyssey,1968,"['Stanley Kubrick', 'Alex North', 'Arthur C. Clarke', 'Douglas Trumbull', 'Rock Hudson', 'William Sylvester', 'Keir Dullea']",https://www.rogerebert.com/reviews/great-movie-2001-a-space-odyssey-1968
348,The Godfather,1972,"['Mario Puzo', 'Francis Ford Coppola', 'Marlon Brando', 'Al Pacino', 'James Caan', 'Talia Shire', 'Diane Keaton', 'Robert Duvall', 'Gordon Willis', 'Abe Vigoda', 'Nino Rota']",https://www.rogerebert.com/reviews/great-movie-the-godfather-1972
349,The Passion of Joan of Arc,1928,"['Renee Maria Falconetti', 'Carl Theodor Dreyer', 'Robert Bresson']",https://www.rogerebert.com/reviews/great-movie-the-passion-of-joan-of-arc-1928
350,L'Avventura,1960,"['Gabriele Ferzetti', 'Monica Vitti', 'Dorothy De Poliolo']",https://www.rogerebert.com/reviews/great-movie-lavventura-1960
351,La Dolce Vita,1960,"['Marcello Mastroianni', 'Magali Noel', 'Anouk Aimee', 'Alain Cuny', 'Anita Ekberg', 'Annibale Ninchi', 'Nino Rota', 'Lex Barker']",https://www.rogerebert.com/reviews/great-movie-la-dolce-vita-1960
352,The Wizard of Oz,1939,"['George Cukor', 'Judy Garland', 'Victor Fleming', 'Jack Haley', 'Margaret Hamilton', 'Terry McMillan', 'Ethel Merman', 'Ray Bolger', 'Bert Lahr', 'Frank Morgan']",https://www.rogerebert.com/reviews/great-movie-the-wizard-of-oz-1939
353,The Third Man,1949,"['Roger Ebert', 'Carol Reed', 'Anton Karas', 'Trevor Howard', 'Alida Valli', 'Graham Greene', 'David O. Selznick', 'Noel Coward', 'Robert Krasker', 'Bernard Lee', 'Wilfrid Hyde-White', 'Orson Welles', 'Joseph Cotten']",https://www.rogerebert.com/reviews/great-movie-the-third-man-1949
354,The Night of the Hunter,1955,"['Robert Mitchum', 'Bruce Springsteen', 'Peter Graves', 'Willa Harper', 'Shelley Winters', 'Billy Chapin', 'Sally Jane Bruce', 'Lillian Gish', 'Stanley Cortez', 'Davis Grubb', 'James Agee', 'Elsa Lanchester', 'Paul Gregory', 'Marlene Dietrich']",https://www.rogerebert.com/reviews/great-movie-the-night-of-the-hunter-1955
355,Mr. Hulot's Holiday,1953,"['Jacques Tati', 'Nathalie Pascaud']",https://www.rogerebert.com/reviews/great-movie-mr-hulots-holiday-1953
356,A Hard Day's Night,1964,"['Richard Lester', 'Norman Rossington', 'Peter Sellers']",https://www.rogerebert.com/reviews/great-movie-a-hard-days-night-1964
357,Vertigo,1958,"['James Stewart', 'Kim Novak', 'Alfred Hitchcock']",https://www.rogerebert.com/reviews/great-movie-vertigo-1958
358,Ikiru,1952,['Takashi Shimura'],https://www.rogerebert.com/reviews/great-movie-ikiru-1952
359,Casablanca,1942,"['Humphrey Bogart', 'Ingrid Bergman', 'Claude Rains', 'Peter Lorre', 'Howard Koch', 'Robert Redford', 'Lena Olin']",https://www.rogerebert.com/reviews/great-movie-casablanca-1942
360,E.T. The Extra-Terrestrial,1982,"['Henry Thomas', 'Dee Wallace', 'Steven Spielberg']",https://www.rogerebert.com/reviews/great-movie-et-the-extra-terrestrial-1982
361,A Woman Under the Influence,1974,"['John Cassavetes', 'Gena Rowlands', 'Peter Falk', 'Lady Rowlands', 'Katherine Cassavetes', 'Seymour Cassel', 'John Marley', 'Ben Gazzara']",https://www.rogerebert.com/reviews/great-movie-a-woman-under-the-influence-1974
